,Attr1,Attr2,Attr3,Attr6,Attr9,Attr12,Attr13,Attr17,Attr19,Attr21,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr30,Attr34,Attr35,Attr36,Attr38,Attr39,Attr40,Attr41,Attr45,Attr46,Attr48,Attr49,Attr50,Attr52,Attr53,Attr54,Attr56,Attr57,Attr59,class
5653,0.05869,0.33233,0.3614,0.070766,1.0089,0.24558,0.047113,3.009,0.023178,1.247,0.01966,0.087245,0.52217,0.3916,0.21862,1.0127,0.066427,0.19466,0.064691,3.0304,0.57276,0.02167,0.47816,0.080255,0.18104,1.1321,-0.00676,-0.002265,1.9353,0.095217,1.4633,1.605,0.008779,0.1124,0.096872,0
5654,0.017321,0.48625,-0.021174,-0.034907,1.0135,0.040154,0.033546,2.0565,0.007327,1.1422,0.007241,-0.035757,0.474,0.16461,0.1157,-0.036214,0.1715,0.056164,0.02731,2.4058,0.52377,0.011416,0.17674,0.17756,0.13718,0.6622,-0.035412,-0.014803,0.85409,0.18492,0.81067,0.8958,0.01332,0.036543,0.10501,0
5655,0.012656,0.47078,0.008288,-0.010346,1.004,0.052375,0.045449,2.1241,0.008131,1.2095,0.005829,-0.00572,0.31406,0.199,0.16221,0.01266,0.21519,0.074512,0.035079,2.2169,0.44778,0.016156,0.013309,0.13331,0.090783,0.61098,-0.045949,-0.021162,0.73357,0.15586,0.47973,0.684,0.004001,0.0403,0.42578,0
5656,0.005777,0.47918,0.15491,0.013187,0.99945,0.023455,0.017652,2.0869,0.002735,1.1063,0.001673,0.020886,0.4752,0.11955,0.012831,0.35009,0.099166,0.009251,0.004433,3.4807,0.55178,0.001284,0.3451,0.28162,0.063049,1.1572,-0.047075,-0.013633,1.1635,0.11653,1.0739,1.247,-0.000547,0.012156,0.16115,0
5657,0.012843,0.25252,0.15601,0.07924,0.99918,0.070906,0.050119,3.96,0.007153,1.1977,0.005317,0.1003,0.63596,0.46182,0.070485,0.25987,0.077898,0.067475,0.017039,2.4754,0.64482,0.007054,0.2856,0.068716,0.27729,1.4502,-0.08674,-0.035911,1.5827,0.1008,1.0594,1.0741,-0.000825,0.020194,0.013933,0
5658,0.042014,0.56899,0.014739,0.019005,1.0175,0.10342,0.032087,1.7575,0.01402,1.2259,0.011527,0.031142,0.41135,0.18957,0.15817,0.030008,0.15568,0.099576,0.056657,3.6854,0.48626,0.015545,0.005636,0.1527,0.3875,0.81039,-0.009191,-0.002522,0.89425,0.13793,0.83747,0.98998,0.017191,0.10214,0.1821,0
5659,0.047925,0.46557,0.17708,0.061324,1.0315,0.19529,0.049978,2.1479,0.026031,1.1975,0.017012,0.09519,0.47467,0.24784,0.27911,0.39577,0.10493,0.16374,0.076231,2.8471,0.56474,0.02706,0.45604,0.10652,0.30946,1.0591,0.008768,0.003112,1.1869,0.13749,1.0609,1.2622,0.030509,0.10097,0.18975,0
5660,0.005439,0.45557,0.12448,0.01492,1.0063,0.025473,0.026689,2.1951,0.002918,1.1403,0.001988,0.021751,0.43629,0.15467,0.071728,0.22141,0.12202,0.042796,0.019497,2.7547,0.57855,0.007128,0.55901,0.17721,0.048854,1.042,-0.045526,-0.016644,0.96098,0.11527,0.77603,1.0291,0.006282,0.012467,0.32606,0
5662,0.019651,0.50293,0.094998,0.085596,1.0208,0.082052,0.044127,1.9884,0.013245,1.0522,0.008729,0.10916,0.46773,0.17731,0.19567,0.1754,0.21723,0.085806,0.043154,2.2666,0.60728,0.01917,0.15993,0.14675,0.11801,0.80318,-0.026367,-0.011713,0.91142,0.16477,0.86358,1.1212,0.020333,0.042012,0.29835,0
5664,0.060143,0.24509,0.14356,0.11088,1.0271,0.30985,0.06384,4.0801,0.031462,1.2375,0.025253,0.13938,0.58092,0.56001,0.3481,0.23358,0.090528,0.32932,0.080714,2.41,0.58419,0.033891,0.12409,0.051055,0.4031,0.97669,0.003604,0.001513,1.5724,0.10429,0.94517,0.9505,0.026375,0.10353,0.005631,0
5665,0.068351,0.38123,0.20536,0.073344,1.036,0.25128,0.060565,2.6231,0.035661,1.4486,0.027244,0.10138,0.57711,0.34319,0.35386,0.46823,0.11992,0.22478,0.085692,2.5267,0.60227,0.034155,0.2257,0.084587,0.23422,0.75715,0.023211,0.009252,1.4727,0.14703,1.3158,1.3732,0.034774,0.11844,0.04361,0
5666,-0.013142,0.64099,-0.18955,-0.026798,0.99529,-0.021881,0.010746,1.5601,-0.005481,1.0553,-0.006298,-0.021613,0.27326,0.032319,-0.021896,-0.2842,0.29656,-0.007161,-0.00459,2.1105,0.39165,-0.0022,0.043225,0.72004,-0.20569,0.51504,-0.038448,-0.018427,0.51959,0.24929,0.40972,0.58723,-0.004733,-0.048091,0.43325,0
5667,0.035903,0.36805,-0.003748,-0.04542,1.0124,0.11931,0.018802,2.717,0.012376,1.0231,0.010975,-0.03852,0.55794,0.15467,0.13377,-0.005641,0.11129,0.11746,0.043229,3.2859,0.58664,0.013214,0.016127,0.18832,0.23926,0.54675,0.022206,0.006788,0.91184,0.10501,0.83976,0.88295,0.012222,0.064349,0.051441,0
5668,0.062258,0.42073,0.13634,0.089464,1.0324,0.20346,0.036521,2.3768,0.025225,1.0956,0.020908,0.12083,0.5248,0.22792,0.27592,0.27571,0.13056,0.18915,0.079582,3.0083,0.57636,0.026725,0.11285,0.12217,0.74822,1.1439,0.045946,0.015429,1.2015,0.128,1.0613,1.1656,0.031403,0.11863,0.098242,0
5669,0.023184,0.64171,0.12273,-0.01777,1.0103,0.063174,0.029972,1.5583,0.010029,1.1088,0.008899,-0.010134,0.3334,0.1171,0.11969,0.26469,0.2455,0.048098,0.030865,2.6535,0.56152,0.011847,0.005512,0.25473,0.12442,0.8462,-0.021093,-0.008096,0.83578,0.16039,0.71905,1.211,0.010225,0.069539,0.6842,0
5670,0.063199,0.46822,0.17645,0.093288,1.0188,0.23357,0.055111,2.1358,0.025302,1.0168,0.019438,0.12085,0.43675,0.34197,0.28779,0.37435,0.13471,0.19614,0.091837,3.2927,0.55278,0.028247,0.085913,0.081553,0.32921,0.95594,-0.005081,-0.001563,1.129,0.11036,0.92658,1.1727,0.018487,0.1447,0.26567,0
5672,0.17669,0.43206,0.089969,0.38213,1.0876,0.61227,0.082113,2.3145,0.072293,1.1508,0.05467,0.48869,0.53808,0.48242,0.88503,0.17026,0.12563,0.60872,0.26301,3.2804,0.58852,0.081375,0.1769,0.048193,7.4718,1.1738,0.23127,0.071554,1.0915,0.12842,1.0183,1.1138,0.080542,0.32838,0.093748,0
5673,0.03287,0.75087,-0.19029,0.080513,1.0067,0.05728,0.024865,1.3318,0.011252,1.2355,0.008948,0.10186,0.14555,0.11038,0.14818,-0.40602,0.2021,0.072011,0.054071,3.7174,0.1748,0.014719,0.014659,0.23719,0.23427,0.54186,0.004063,0.001106,0.70761,0.19776,0.31055,0.37297,0.006641,0.22584,0.20102,0
5674,0.13609,0.59047,-0.021448,0.11375,1.077,0.34397,0.11773,1.6936,0.087086,0.86941,0.076688,0.1298,0.31517,0.32258,0.98571,-0.037486,0.30927,0.27508,0.16243,1.8169,0.45634,0.091526,0.092673,0.08954,0.66382,0.49597,0.10805,0.060885,0.7246,0.27266,0.55085,0.79758,0.071471,0.43182,0.44792,0
5675,0.18643,0.38744,0.23497,0.2939,1.1073,0.73893,0.11747,2.581,0.098127,1.1472,0.07918,0.36367,0.49566,0.59872,1.1572,0.51942,0.16002,0.63508,0.24606,2.3767,0.57044,0.10451,0.12584,0.043682,0.69562,0.89436,0.20051,0.085163,1.4135,0.14704,1.0957,1.261,0.096881,0.37612,0.15087,0
5677,0.094253,0.57494,0.14519,0.15553,1.1233,0.47503,0.085196,1.7393,0.073556,1.2726,0.059429,0.19255,0.36812,0.19604,0.81351,0.23831,0.34424,0.19977,0.11486,1.5982,0.69748,0.072419,0.1198,0.14178,0.38106,0.58401,0.096395,0.060779,0.67967,0.17394,0.60424,1.1448,0.1098,0.25604,0.8947,0
5678,0.067883,0.37324,-0.048351,-0.0354,0.93384,0.21881,0.086767,2.6792,0.04025,1.0617,0.035525,-0.02449,0.60329,0.42002,0.42085,-0.069384,0.16875,0.23072,0.086114,2.1788,0.62504,0.045066,0.14648,0.070119,0.81498,0.62546,-0.002773,-0.001451,0.81218,0.17178,0.86572,0.89694,-0.070847,0.11252,0.036056,0
5679,0.051947,0.46263,0.21483,0.062776,1.0384,0.20488,0.052889,2.1616,0.026937,1.3511,0.019305,0.09039,0.45859,0.26323,0.28315,0.49799,0.16402,0.1586,0.073374,2.7086,0.56743,0.027268,0.14596,0.10621,0.40696,1.2464,0.003543,0.001317,1.2291,0.13653,1.0631,1.3154,0.036977,0.11328,0.23733,0
5682,0.000394,0.20709,0.078988,0.008366,1.0194,0.012864,0.029952,4.8288,0.003029,0.91626,0.000651,0.009804,0.2029,0.080534,0.23928,0.10145,0.29173,0.068552,0.014197,0.64535,0.26761,0.023472,0.21521,0.22337,0.003182,0.68605,-0.002088,-0.003452,1.069,0.23999,0.26059,0.34369,0.019076,0.00194,0.31889,0
5684,0.023247,0.39232,0.26246,0.064138,1.0148,0.091241,0.039337,2.5489,0.013125,1.1692,0.009993,0.082603,0.57625,0.21468,0.11756,0.65147,0.094349,0.068689,0.026948,2.361,0.63391,0.011584,0.51734,0.14669,0.1409,1.2913,-0.03403,-0.014628,1.522,0.14599,1.4303,1.5735,0.014624,0.040343,0.10007,0
5685,0.009762,0.5632,0.01238,0.010382,1.0048,0.019161,0.018697,1.7756,0.003843,0.99997,0.003552,0.008675,0.38117,0.089828,0.064426,0.028371,0.20414,0.031292,0.017624,2.7809,0.39312,0.006412,0.005093,0.31677,0.091304,0.8285,-0.023206,-0.008442,1.0008,0.20152,0.8735,0.90088,0.004798,0.025611,0.031353,0
5686,0.041727,0.40328,0.049062,0.1444,1.0351,0.19379,0.095516,2.4796,0.0391,1.1603,0.030936,0.18273,0.53676,0.29215,0.42722,0.072279,0.28857,0.13803,0.055667,1.3695,0.66789,0.041271,0.074789,0.10063,0.31006,0.68579,-0.020427,-0.015144,0.79649,0.20886,0.79076,0.98395,0.033954,0.077739,0.24431,0
5688,0.001113,0.47905,-0.094049,0.002341,0.99387,0.00844,0.031997,2.0875,0.001773,1.0887,0.000527,0.008716,0.43904,0.13561,0.018613,-0.14462,0.19883,0.008259,0.003957,2.1507,0.47435,0.001873,0.13388,0.23227,0.00956,0.52561,-0.059895,-0.028351,0.72996,0.20876,0.67512,0.72942,-0.006165,0.002536,0.080434,0
5689,0.038518,0.60787,-0.043279,0.012621,1.0186,0.10407,0.038877,1.6451,0.017055,1.1935,0.013601,0.023733,0.33495,0.16503,0.24098,-0.074725,0.21271,0.11022,0.066999,2.8605,0.47872,0.023657,0.015863,0.15516,0.39414,0.69617,0.005198,0.001835,0.69229,0.16693,0.57833,0.82656,0.018276,0.115,0.42922,0
5691,0.01435,0.28235,0.17459,0.01924,1.0032,0.079751,0.02642,3.5417,0.005538,1.022,0.004059,0.031521,0.69621,0.31229,0.062626,0.30106,0.058106,0.078167,0.02207,3.5509,0.73306,0.006243,0.31576,0.0968,0.093949,1.089,-0.051755,-0.014639,1.4878,0.069662,1.2006,1.2641,0.003187,0.020611,0.052923,0
5693,0.037719,0.43899,0.049428,0.13015,1.0117,0.1423,0.042333,2.2779,0.02234,1.2403,0.016325,0.17637,0.4202,0.19115,0.22773,0.084083,0.12628,0.11846,0.052005,2.4583,0.49646,0.022508,0.40591,0.14697,0.39007,0.86969,0.005811,0.002515,0.93888,0.15884,0.71482,0.84455,0.011603,0.089763,0.18149,0
5694,0.038031,0.44653,-0.021715,0.066151,1.0179,0.14314,0.048939,2.2395,0.019206,1.0115,0.014629,0.091058,0.37202,0.25826,0.25141,-0.03227,0.16376,0.1438,0.064209,2.6312,0.46975,0.0247,0.059708,0.10375,0.66405,0.77355,-0.013083,-0.005033,0.73251,0.13657,0.55285,0.69808,0.017556,0.10223,0.26269,0
5696,0.047946,0.79634,0.046144,0.0,7.0607,0.08125,0.011685,1.2557,0.008357,1.1083,0.006791,0.075713,0.18526,0.089712,4.1111,0.20274,0.1104,8.8204,0.056943,7.0607,0.25375,0.008065,0.036039,0.2814,0.2619,0.81146,0.047339,0.006705,0.96994,0.1034,0.89484,1.1149,0.008065,0.23542,0.24593,0
5697,0.039823,0.52415,0.021712,0.055415,1.0466,0.11595,0.068942,1.9079,0.033478,1.3029,0.022307,0.064297,0.39513,0.19676,0.47674,0.046908,0.27037,0.15515,0.081323,1.8302,0.40385,0.045553,0.10569,0.11914,0.20454,0.66439,0.018013,0.01009,1.0248,0.30216,0.85369,0.87251,0.04449,0.10078,0.022056,0
5698,0.077119,0.36272,0.48296,0.0,3.4035,0.36765,0.027974,2.7569,0.027974,1.1665,0.022659,0.1602,0.33285,0.21261,92.76,1.8714,0.00238,8.6901,0.09108,3.4035,0.74103,0.02676,1.3694,0.12563,0.64452,2.4029,0.096244,0.028277,2.0454,0.082157,2.4694,2.8714,0.074213,0.12101,0.16281,0
5702,0.023174,0.55754,0.13576,0.0,2.1847,0.074009,0.047655,1.7936,0.013671,1.1049,0.010608,0.036415,0.15839,0.17473,5.0268,0.29469,0.22676,3.9615,-0.018961,2.1847,0.49238,-0.008679,0.15402,0.18681,0.067182,0.48162,-0.049002,-0.02243,0.96729,0.18271,0.96042,1.0688,-0.008679,0.052377,0.11284,0
5703,0.042957,0.58424,0.085906,0.0,2.829,0.12582,0.053395,1.7116,0.018916,1.0716,0.015184,0.054033,0.14511,0.24048,3.4844,0.17576,0.20629,4.8372,0.053349,2.829,0.49509,0.018858,0.015538,0.1136,0.15937,0.56824,-0.023646,-0.008358,0.87502,0.1505,0.85061,1.0129,0.018858,0.10332,0.19081,0
5704,0.004913,0.77965,-0.064294,0.0,2.1882,0.013209,0.036038,1.2826,0.003151,1.0739,0.002245,0.009674,0.10606,0.098604,1.1601,-0.11857,0.35491,2.7979,0.016641,2.1882,0.4647,0.007605,0.007397,0.21951,0.018195,0.35956,-0.025533,-0.011668,0.5871,0.23931,0.40635,0.85696,0.007605,0.022297,1.1089,0
5705,0.27958,0.39124,0.33703,0.0,4.2988,0.91054,0.083129,2.556,0.078203,1.1034,0.065036,0.42615,0.46022,0.76871,112.17,1.1473,0.041758,10.289,0.41856,4.2988,0.62845,0.097368,0.85093,0.036614,32.728,1.8897,0.31384,0.073006,1.8051,0.091719,2.0723,2.1393,0.097368,0.45926,0.032348,0
5706,0.011346,0.62833,-0.050266,0.053671,0.9986,0.032211,0.039406,1.5915,0.006541,1.1651,0.004699,0.069942,0.2891,0.14435,0.10494,-0.089764,0.25664,0.040382,0.025374,2.459,0.42715,0.010509,0.039302,0.19725,0.09475,0.65324,-0.05398,-0.022356,0.7003,0.20277,0.51627,0.76279,-0.001402,0.039246,0.4775,0
5707,0.043194,0.93996,-0.13077,-0.041698,2.9198,0.061991,0.035239,1.0639,0.018445,1.0607,0.014793,0.074574,0.001496,0.09812,4.5904,-0.49916,0.31997,3.1397,-0.023898,2.9198,0.13121,-0.008185,0.054622,0.384,1.0828,0.80357,-0.016474,-0.005642,0.78517,0.29439,0.2292,0.50085,-0.008185,0.71938,1.1852,0
5708,0.010502,0.53128,0.023791,0.018167,1.0063,0.038758,0.025397,1.8822,0.005852,1.1319,0.003418,0.031144,0.40243,0.13281,0.083131,0.04645,0.15676,0.047783,0.025386,3.0865,0.4697,0.008261,0.1068,0.20442,0.080337,0.76954,-0.034674,-0.011283,0.91817,0.15195,0.78571,0.91704,0.006264,0.026097,0.16715,0
5709,0.08156,0.60493,0.097098,0.0,3.0639,0.26445,0.033421,1.6531,0.033421,1.1816,0.02662,0.24388,0.36152,0.13482,13.463,0.18829,0.19328,4.3612,0.032333,3.0639,0.44638,0.010553,0.03708,0.18554,0.38094,0.69783,0.10868,0.035471,0.8006,0.14677,0.76609,0.86559,0.13996,0.20645,0.12988,0
5710,0.061265,0.40652,0.23985,0.10691,1.0283,0.25388,0.052626,2.4599,0.032244,1.1195,0.023811,0.14216,0.55473,0.2797,0.31433,0.55346,0.066699,0.19348,0.078652,2.591,0.63446,0.030569,0.71984,0.10195,0.52448,1.3765,0.026213,0.010188,1.3939,0.1306,1.28,1.464,0.027476,0.11044,0.14374,0
5713,-0.039948,0.31012,0.11861,0.0,2.1522,-0.14644,0.017697,3.2245,-0.018562,0.84059,-0.018562,-0.012918,0.064285,0.12281,-2.3575,0.1949,0.13937,7.0653,0.008192,2.1522,0.72721,0.003806,0.080718,0.22529,-0.1509,0.46439,-0.11019,-0.051197,1.2621,0.1245,1.1336,1.1949,0.003806,-0.057906,0.054115,0
5717,0.1726,0.57146,0.17168,0.0,3.8432,0.34133,0.07134,1.7499,0.044911,1.0929,0.044911,0.36078,0.1726,0.47978,7.0792,0.5321,0.14407,6.3988,0.19999,3.8432,0.49433,0.052036,0.04562,0.063234,0.715,0.86213,0.098094,0.025524,1.1853,0.13829,1.3282,1.5321,0.052036,0.40276,0.15351,0
5718,-0.013508,0.94075,-0.43659,0.011284,0.99428,-0.014552,0.062823,1.063,-0.008036,1.274,-0.009954,0.014936,0.031733,0.087855,-0.061949,-0.63528,0.687,-0.008988,-0.008455,1.4519,0.22313,-0.006231,0.012646,0.35266,-0.10618,0.2476,-0.10461,-0.077089,0.33247,0.54905,0.046174,0.32467,-0.00575,-0.42569,0.1599,0
5719,0.063783,0.7344,-0.1662,0.0,2.9963,0.097184,0.043478,1.3617,0.021287,1.2624,0.021287,0.12845,0.076126,0.17739,36.6,-0.32595,0.2451,4.0304,0.046799,2.9963,0.30583,0.015619,0.13038,0.18864,2.2408,0.7034,-0.003207,-0.00107,0.66736,0.22173,0.5209,0.59979,0.015619,0.24014,0.15146,0
5720,0.24024,0.28128,0.26279,0.31513,1.125,1.1754,0.12592,3.5552,0.106,1.3104,0.085677,0.39074,0.63459,1.0526,1.2038,0.54258,0.06441,1.0667,0.30005,2.8221,0.66299,0.10701,0.4035,0.025984,1.0464,1.1313,0.24421,0.087093,1.8333,0.10145,1.3102,1.3689,0.11108,0.37858,0.044749,0
5721,0.24021,0.51129,0.34898,0.26274,1.0672,0.60863,0.070161,1.9559,0.063289,1.2109,0.050769,0.33122,0.48528,0.53341,0.67334,2.1948,0.079702,0.58385,0.29851,4.7415,0.50455,0.063091,0.28027,0.05078,5.4225,1.6193,0.266,0.05622,1.6449,0.11098,3.0519,3.1731,0.063004,0.495,0.039719,0
5722,-0.22779,0.77205,-0.24856,-0.32913,0.91493,-0.41988,-0.057456,1.2953,-0.10495,0.96586,-0.10344,-0.33212,0.22795,-0.15959,-0.89241,-0.35603,0.34356,-0.27821,-0.21479,2.2062,0.44959,-0.097539,0.028195,-0.2303,-3.7888,0.43917,-0.31937,-0.14503,0.39097,0.22868,0.32651,0.64397,-0.092985,-0.99928,0.9723,0
5725,0.12103,0.43929,0.067113,0.34283,1.0588,0.45259,0.10039,2.2764,0.062941,1.2167,0.049048,0.43167,0.4989,0.48591,0.65407,0.11381,0.16098,0.34703,0.15244,2.4999,0.59502,0.061777,0.21779,0.05898,1.2386,0.91081,0.060023,0.024324,0.93398,0.14724,0.84601,1.009,0.055495,0.2426,0.19265,0
5728,0.057238,0.35194,0.2702,0.097867,1.0558,0.23338,0.050361,2.8414,0.031047,1.0022,0.023449,0.11474,0.63207,0.29659,0.38716,0.66705,0.12858,0.25432,0.089506,2.4936,0.65929,0.036668,0.13652,0.084674,0.14071,0.57944,0.042361,0.017354,1.6904,0.14046,1.5604,1.6276,0.052885,0.090556,0.043064,0
5732,0.05383,0.4004,0.017478,0.12499,1.1036,0.17147,0.1552,2.4975,0.071375,1.0446,0.058357,0.15496,0.56247,0.32756,1.0041,0.029199,0.40003,0.2096,0.083925,0.93594,0.57892,0.090984,0.31406,0.081636,0.32238,0.61063,0.0066,0.007155,1.0026,0.45936,0.9397,0.96718,0.093856,0.095702,0.029236,0
5735,0.18938,0.37616,0.094518,0.19249,0.90218,0.72204,0.64954,2.6585,0.5599,0.9068,0.46313,0.23716,0.57882,0.60089,5.6834,0.16064,0.90108,0.68481,0.2576,0.76978,0.63789,0.62997,0.089728,0.042028,0.95916,0.67541,0.22094,0.54033,1.0942,0.69958,0.98371,1.0841,-0.10843,0.32718,0.10207,0
5738,0.016268,0.26737,0.52769,0.028363,1.0046,0.1601,0.10244,3.7401,0.020145,0.99288,0.015411,0.038258,0.73254,0.38576,0.29437,1.5544,0.23813,0.11569,0.030931,1.1295,0.86708,0.029302,0.15721,0.074618,0.031646,1.1026,-0.055941,-0.052994,2.4704,0.12641,2.1578,2.5541,0.004586,0.022207,0.18366,0
5741,0.085017,0.25808,0.53322,0.0,0.7445,0.58923,0.14561,3.8748,0.1191,1.113,0.11419,0.25152,0.72749,0.4059,14.27,1.6859,0.34501,2.5449,0.087765,0.7445,0.83512,0.11789,0.19448,0.079214,0.61954,3.6314,0.069126,0.092849,2.6493,0.22913,2.3457,2.6404,0.11789,0.11459,0.12561,0
5743,0.11679,0.60743,0.099322,0.21331,1.165,0.30488,0.14455,1.6463,0.11421,1.3504,0.0907,0.26412,0.36391,0.25658,1.5308,0.23743,0.42958,0.27853,0.16919,1.3499,0.48898,0.1314,0.13213,0.095894,0.51519,0.73594,0.13013,0.10106,0.95761,0.43642,0.86992,1.1689,0.14163,0.32093,0.34369,0
5744,0.17257,0.32995,-0.041423,1.0292,1.2033,0.72603,0.18441,3.0307,0.12279,0.84839,0.088754,1.3362,0.59804,0.88608,1.5717,-0.058131,0.15558,0.76969,0.25396,1.9565,0.59915,0.13062,0.097924,0.029023,5.8187,0.78385,0.13416,0.069002,0.8711,0.20352,0.83926,0.84082,0.16897,0.28855,0.00185,0
5745,-0.07269,0.19183,0.092799,-0.014663,0.97408,-0.58541,-0.036169,5.2128,-0.087072,1.5489,-0.086167,-0.005262,0.7441,-0.15507,-0.61285,0.11871,0.17942,-0.27667,-0.053075,0.87296,0.81046,-0.062916,0.61121,-0.6224,-0.99518,1.1575,-0.096017,-0.11382,1.1378,0.14488,0.95186,1.0368,-0.026611,-0.097689,0.089183,0
5746,0.009214,0.71965,0.12586,-0.00159,1.641,0.017426,0.03311,1.3896,0.007193,1.1295,0.005615,-0.073034,0.1958,0.071902,1.2205,0.63938,0.41802,1.6453,0.47325,1.641,0.3207,0.28839,0.10384,0.26242,0.021773,0.56102,0.00635,0.00387,1.116,0.57203,1.4242,1.6292,0.28839,0.032866,0.14396,0
5747,-0.13121,0.70121,-0.091901,0.0,0.61021,-0.55466,-0.025166,1.4261,-0.21283,1.3851,-0.21503,-0.083665,-0.038835,-0.023816,-1.9998,-0.10714,1.1326,1.0244,-0.10809,0.61021,0.62483,-0.17714,0.063751,0.883,-2.8254,0.40916,-0.20256,-0.33195,0.20285,0.32597,0.34834,0.72845,-0.17714,-0.43915,1.0912,0
5749,0.11195,0.3102,0.44895,0.33978,1.0909,0.45969,0.11683,3.2237,0.1074,1.0864,0.086002,0.27289,0.68341,0.40048,0.93212,1.8182,0.21785,0.35854,0.11122,1.3402,0.68947,0.085441,0.12423,0.082578,0.32531,1.3446,0.098941,0.076009,2.4277,0.25489,2.7678,2.7923,0.083365,0.16381,0.008872,0
5750,0.063438,0.36983,0.10514,0.0,1.2068,0.293,0.11891,2.7039,0.06536,1.1773,0.052567,0.13489,0.57197,0.34628,8.3104,0.16806,0.27713,3.1781,0.031437,1.2068,0.68133,0.02605,0.1357,0.081672,0.31823,0.65007,0.021688,0.017971,1.0122,0.22904,1.0072,1.089,0.02605,0.10067,0.081192,0
5751,0.078999,0.38641,0.04763,0.20338,1.0275,0.51119,0.15286,2.5879,0.10663,0.93149,0.088961,0.25784,0.56984,0.3107,0.50116,0.062087,0.41201,0.11209,0.043313,0.97202,0.77102,0.048775,0.22974,0.15057,1.7368,1.0116,0.002253,0.002538,0.60261,0.21432,0.7428,1.0051,0.02675,0.13863,0.35306,0
5755,0.1717,0.31706,0.035238,0.30721,1.1412,0.67802,0.25632,3.154,0.16081,1.103,0.16081,0.30721,0.60228,0.86319,1.8651,0.049524,0.24556,0.55037,0.1745,1.1202,0.6661,0.16343,0.23922,0.037702,3.9313,0.96668,0.072519,0.067919,0.90985,0.27066,0.84647,0.93617,0.12372,0.28509,0.10597,0
5757,0.017378,0.56942,0.37106,0.0,1.3111,0.075056,0.51683,1.7562,0.013254,1.1237,0.013254,0.026938,0.42262,1.19,0.0,0.93369,0.41721,0.97865,0.039852,1.3111,0.76803,0.030397,0.10342,0.028749,0.034857,0.44939,-0.66023,-0.50358,1.0582,0.41548,1.0835,1.9326,0.57496,0.040359,0.78371,0
5759,0.0122,0.93928,0.15198,-0.003468,1.0273,0.022847,0.051982,1.0646,0.014351,1.2624,0.014351,-0.003468,0.059894,0.047048,0.13403,0.48397,0.84047,0.011808,0.011092,0.86203,0.46519,0.013047,0.43348,0.71677,0.032167,0.57435,-0.0209,-0.024584,0.73031,0.64526,0.19072,1.4813,0.026568,0.2037,0.1599,0
5761,0.000928,0.23352,0.47025,0.0,1.1469,0.004538,0.13071,4.2823,0.000809,1.0465,0.000809,0.001539,0.49526,0.64196,0.0,1.4459,0.20306,3.2041,0.051936,1.1469,0.76856,0.045284,0.021379,0.052247,0.00192,0.93569,-0.14898,-0.1299,2.8896,0.27335,2.3568,2.3632,0.34761,0.001211,0.002719,0
5762,-0.004924,0.60759,-0.10013,0.056666,1.0551,0.028577,0.083623,1.6458,0.021738,1.057,-0.007497,0.10614,0.30046,0.058791,0.54435,-0.16674,0.90531,0.05577,0.033886,0.67643,0.40846,0.051594,0.045739,0.26802,-0.054968,0.62026,-0.006759,-0.010291,0.65744,0.80256,0.50032,0.68016,0.052192,-0.016388,0.35945,0
5764,0.13605,0.22777,0.53515,-0.032951,1.0873,0.76512,0.17061,4.3905,0.15602,1.2627,0.12513,0.37774,0.76844,0.66694,13.421,2.2011,0.19804,3.9381,0.19027,1.0873,0.77817,0.17499,0.094899,0.038365,0.31079,1.4392,0.16618,0.15284,3.323,0.24718,3.176,3.2006,0.17503,0.17619,0.007737,0
5769,0.030578,0.37652,0.36067,0.24576,1.064,0.16091,0.13751,2.6559,0.043315,1.1346,0.031496,0.31043,0.61556,0.32409,0.468,0.9542,0.34877,0.11341,0.042702,0.9926,0.73073,0.043984,0.15949,0.092275,0.070136,0.71185,-0.048748,-0.050211,1.652,0.28643,1.6285,1.9333,0.060163,0.049675,0.1871,0
5773,0.012368,0.20258,0.13581,0.0,0.94039,0.10777,0.020063,4.9364,0.012916,1.1741,0.013152,-0.026291,0.32442,0.094228,0.0,0.18073,0.18048,4.0941,0.023161,0.94039,0.88182,0.024629,0.2957,1.0048,0.87855,2.0801,-0.00672,-0.007146,1.2268,0.1359,1.0611,1.1734,0.11806,0.01551,0.10583,0
5774,0.031548,0.20042,0.43761,-0.004071,1.0211,0.25859,0.066761,4.9895,0.031783,1.1005,0.031408,-0.003938,0.70757,0.33271,0.31003,0.997,0.12305,0.15217,0.030498,1.048,0.78454,0.030363,0.63324,0.1004,0.11824,2.3834,-0.004635,-0.004615,2.7994,0.1255,1.612,1.7874,0.020632,0.044586,0.10877,0
5776,-0.007531,0.36748,0.000662,0.0,0.66584,-0.00763,0.046837,2.7213,-0.002845,0.93086,-0.011311,0.000229,0.59975,0.069525,0.6441,0.000881,0.54796,1.5489,0.10663,0.66584,0.70069,0.16014,0.031971,0.28655,-0.041701,0.27525,-0.023412,-0.035162,0.6774,0.43619,0.84216,0.93293,0.16014,-0.011906,0.10778,0
5781,0.091635,0.75968,0.076034,0.0,1.1787,0.45154,0.11263,1.3163,0.10007,1.691,0.077745,0.14975,0.16416,0.14011,3.9247,0.11473,0.5812,1.3513,0.15211,1.1787,0.73561,0.12905,0.324,0.1628,0.71885,0.80308,0.12594,0.10685,0.44394,0.25446,0.36261,1.1099,0.12905,0.38131,2.061,0
